Das	d	Das	nan
könnte	können	könnte	nan
Deutschland	Deutschland	Deutschland	nan
,	,	,	nan
Frankreich	Frankreich	Frankreich	nan
oder	oder	oder	nan
vielleicht	vielleicht	vielleicht	nan
Australien	Australien	Australien	nan
heissen	heißen	sein	nan
.	.	.	nan
Dies	dies	Das	nan
ist	sein	ist	nan
für	für	für	nan
uns	wir	uns	nan
die	d	die	nan
beste	gut	beste	nan
Möglichkeit	Möglichkeit	Möglichkeit	nan
nan	nan	,	nan
die	d	die	nan
gewählte	gewählt	gewählte	nan
Fremdsprache	Fremdsprache	Fremdsprache	nan
zu	zu	zu	nan
sprechen	sprechen	sprechen	nan
und	und	und	nan
die	d	die	nan
notwendige	notwendig	notwendige	nan
Übung	Übung	Übung	nan
zu	zu	zu	nan
kriegen	kriegen	bekommen	nan
.	.	.	nan
Dieses	dies	Dieser	nan
Aufenthalt	Aufenthalt	Aufenthalt	nan
ist	sein	ist	nan
aber	aber	aber	nan
freiwillig	freiwillig	freiwillig	nan
und	und	und	nan
nur	nur	nur	nan
ein	ein	ein	nan
Teil	Teil	Teil	nan
der	d	der	nan
Studenten	Student	Studenten	nan
verbringt	verbringen	verbringt	nan
ein	ein	ein	nan
halbes	halb	halbes	nan
Jahr	Jahr	Jahr	nan
im	im	im	nan
Ausland	Ausland	Ausland	nan
.	.	.	nan
Meiner	mein	Meiner	nan
Meinung	Meinung	Meinung	nan
nach	nach	nach	nan
sollte	sollen	sollte	nan
dieses	dies	dieser	nan
Aufenthalt	Aufenthalt	Aufenthalt	nan
obligatorisch	obligatorisch	obligatorisch	nan
sein	sein	sein	nan
,	,	,	nan
da	da	da	nan
man	man	man	nan
nur	nur	nur	nan
beim	beim	beim	nan
Studieren	Studieren	Studieren	nan
und	und	und	nan
Leben	Leben	Leben	nan
im	im	im	nan
anderen	ander	anderen	nan
Land	Land	Land	nan
die	d	die	nan
Sprache	Sprache	Sprache	nan
,	,	,	nan
und	und	und	nan
nicht	nicht	nicht	nan
zu	zu	zu	nan
vergessen	vergessen	vergessen	nan
die	d	die	nan
Lebensweisse	[unknown]	Lebensweise	nan
der	d	der	nan
Bevölkerung	Bevölkerung	Bevölkerung	nan
,	,	,	nan
lernt	lernen	kennenlernt	nan
.	.	.	nan
Für	für	Für	nan
viele	viel	viele	nan
Studenten	Student	Studenten	nan
wirkt	wirken	wirkt	nan
ein	ein	ein	nan
solches	solch	solcher	nan
Aufenhalt	[UNKNOWN]	Aufenthalt	nan
aber	aber	aber	nan
unübersehbar	unübersehbar	unübersichtlich	nan
;	;	:	nan
die	d	Die	nan
Bureaukratie	[unknown]	Bürokratie	nan
nan	nan	,	nan
nan	nan	die	nan
nan	nan	entsteht	nan
nan	nan	,	nan
um	um	wenn	nan
nan	nan	man	nan
nach	nach	in	nan
ein	ein	ein	nan
anderes	ander	anderes	nan
Land	Land	Land	nan
zu	zu	nan	nan
ziehen	ziehen	zieht	nan
und	und	und	nan
in	in	in	nan
dem	d	diesem	nan
zu	zu	nan	nan
studieren	studieren	studiert	nan
nan	nan	,	nan
ist	sein	ist	nan
komplett	komplett	riesig	nan
.	.	.	nan
Es	es	Es	nan
gibt	geben	gibt	nan
so	so	so	nan
viele	viel	viele	nan
Fragen	Frage	Fragen	nan
,	,	,	nan
die	d	die	nan
die	d	die	nan
Studenten	Student	Studenten	nan
allein	allein	allein	nan
beantworten	beantworten	beantworten	nan
müssen	müssen	müssen	nan
.	.	.	nan
Es	es	Es	nan
gibt	geben	gibt	nan
kaum	kaum	kaum	nan
Hilfe	Hilfe	Hilfe	nan
nan	nan	,	nan
nan	nan	weder	nan
von	von	von	nan
weder	weder	nan	nan
der	d	der	nan
Universität	Universität	Universität	nan
in	in	in	nan
Dänemark	Dänemark	Dänemark	nan
oder	oder	noch	nan
nan	nan	von	nan
der	d	der	nan
in	in	in	nan
Deutschland	Deutschland	Deutschland	nan
.	.	.	nan
Diese	dies	Diese	nan
,	,	nan	nan
für	für	für	nan
mich	ich	mich	nan
,	,	nan	nan
viele	viel	vielen	nan
Fragen	Frage	Fragen	nan
,	,	,	nan
die	d	die	nan
ich	ich	ich	nan
nicht	nicht	nicht	nan
beantworten	beantworten	beantworten	nan
konnte	können	konnte	nan
und	und	und	nan
der	d	die	nan
Aussicht	Aussicht	Aussicht	nan
dazu	dazu	darauf	nan
,	,	,	nan
meine	mein	meine	nan
Freundinnen	Freundin	Freundinnen	nan
und	und	und	nan
meinen	mein	meinen	nan
Freund	Freund	Freund	nan
verlassen	verlassen	verlassen	nan
zu	zu	zu	nan
müssen	müssen	müssen	nan
,	,	,	nan
war	sein	waren	nan
der	d	die	nan
Grund	Grund	Gründe	nan
nan	nan	dafür	nan
nan	nan	,	nan
weshalb	weshalb	dass	nan
ich	ich	ich	nan
in	in	in	nan
Dänemark	Dänemark	Dänemark	nan
zurückblieb	zurückbleiben	blieb	sem
-	-	,	nan
was	was	was	nan
ich	ich	ich	nan
nan	nan	bis	nan
zu	zu	zu	nan
diesem	dies	diesem	nan
Tag	Tag	Tag	nan
noch	noch	noch	nan
bereue	bereuen	bereue	nan
.	.	.	nan
Ausser	außer	Außer	nan
die	d	der	nan
Möglichkeit	Möglichkeit	Möglichkeit	nan
nan	nan	,	nan
ein	ein	ein	nan
halbes	halb	halbes	nan
Jahr	Jahr	Jahr	nan
in	in	in	nan
Deutschland	Deutschland	Deutschland	nan
zu	zu	zu	nan
verbringen	verbringen	verbringen	nan
,	,	,	nan
ist	sein	ist	nan
es	es	es	nan
auch	auch	auch	nan
möglich	möglich	möglich	nan
nan	nan	,	nan
einen	ein	einen	nan
Job	Job	Job	nan
in	in	in	nan
Dänemark	Dänemark	Dänemark	nan
zu	zu	zu	nan
kriegen	kriegen	bekommen	nan
,	,	,	nan
der	d	der	nan
die	d	die	nan
Ausbildung	Ausbildung	Ausbildung	nan
fördert	fördern	fördert	nan
.	.	.	nan
Normalerweisse	[unknown]	Normalerweise	nan
arbeiten	arbeiten	arbeiten	nan
die	d	die	nan
dänischen	dänisch	dänischen	nan
Studenten	Student	Studenten	nan
10-15	nan	10	nan
nan	nan	-	nan
nan	@card@	15	nan
Stunden	Stunde|Stunden	Stunden	nan
pro	pro	pro	nan
Woche	Woche	Woche	nan
.	.	.	nan
Dies	dies	nan	nan
auf	auf	Einerseits	nan
der	d	nan	nan
einen	einen	nan	nan
Seite	Seite	nan	nan
nan	nan	,	nan
nan	nan	um	nan
Geld	Geld	Geld	nan
zu	zu	zu	nan
verdienen	verdienen	verdienen	nan
,	,	,	nan
aber	aber	aber	nan
bestimmt	bestimmen	bestimmt	nan
auch	auch	auch	nan
nan	nan	,	nan
um	um	um	nan
die	d	die	nan
Ausbildung	Ausbildung	Ausbildung	nan
in	in	in	nan
der	d	der	nan
Praxis	Praxis	Praxis	nan
zu	zu	zu	nan
benutzen	benutzen	benutzen	nan
,	,	,	nan
was	was	was	nan
sehr	sehr	sehr	nan
vorteilhaft	vorteilhaft	vorteilhaft	nan
ist	sein	ist	nan
,	,	,	nan
um	um	um	nan
später	spät	später	nan
einen	ein	einen	nan
""""	""""	""""	nan
richtigen	richtig	richtigen	nan
""""	""""	""""	nan
Job	Job	Job	nan
zu	zu	zu	nan
kriegen	kriegen	bekommen	nan
.	.	.	nan
Das	d	Das	nan
Problem	Problem	Problem	nan
mit	mit	mit	nan
diesen	dies	diesen	nan
""""	""""	""""	nan
Neben-jobs	[unknown]	Nebenjobs	nan
""""	""""	""""	nan
ist	sein	ist	nan
,	,	,	nan
dass	dass	dass	nan
mit	mit	mit	nan
der	d	der	nan
verhältnismässigen	verhältnismäßig	verhältnismäßig	nan
grossen	groß	großen	nan
Arbeitsbelastung	Arbeitsbelastung	Arbeitsbelastung	nan
dieses	dies	dieses	nan
Studiums	Studium	Studiums	nan
,	,	nan	nan
nicht	nicht	nicht	nan
viel	viel	viel	nan
Zeit	Zeit	Zeit	nan
für	für	für	nan
die	d	die	nan
gesamten	gesamt	gesamten	nan
Hausarbeiten	Hausarbeit	Hausarbeiten	nan
übrig	übrig	übrigbleibt	nan
bleibt	bleiben	nan	nan
.	.	.	nan
Für	für	Für	nan
die	d	die	nan
Studenten	Student	Studenten	nan
mit	mit	mit	nan
Studentenjobs	Studentenjob	Studentenjobs	nan
ist	sein	ist	nan
es	es	es	nan
deshalb	deshalb	deshalb	nan
entscheidend	entscheidend	entscheidend	p1
,	,	,	nan
dass	dass	dass	nan
sie	sie	sie	nan
ihre	ihr	ihre	nan
Zeit	Zeit	Zeit	nan
nan	nan	gut	nan
prioritieren	[unknown]	einteilen	nan
-	-	,	nan
was	was	was	nan
manchmal	manchmal	manchmal	nan
nan	nan	zu	nan
ein	ein	einem	nan
Nachteil	Nachteil	Nachteil	nan
für	für	für	nan
die	d	die	nan
Ausbildung	Ausbildung	Ausbildung	nan
wird	werden	wird	nan
.	.	.	nan
Ich	ich	Ich	nan
bin	sein	bin	nan
der	d	der	nan
Meinung	Meinung	Meinung	nan
,	,	,	nan
dass	dass	dass	nan
die	d	die	nan
Ausbildung	Ausbildung	Ausbildung	nan
an	an	an	nan
der	d	der	nan
Wirtschaftsuniversität	Wirtschaftsuniversität	Wirtschaftsuniversität	nan
Kopenhagen	Kopenhagen	Kopenhagen	nan
allein	allein	allein	nan
die	d	die	nan
Studenten	Student	Studenten	nan
nicht	nicht	nicht	nan
auf	auf	auf	nan
einen	ein	einen	nan
Job	Job	Job	nan
vorbereiten	vorbereiten	vorbereiten	nan
kann	können	kann	nan
.	.	.	nan
Die	d	Die	nan
Studenten	Student	Studenten	nan
müssen	müssen	müssen	nan
,	,	,	nan
um	um	um	nan
ihren	ihr	ihre	nan
Sprachkompetenz	Sprachkompetenz	Sprachkompetenz	nan
zu	zu	zu	nan
verbessern	verbessern	verbessern	nan
,	,	,	nan
nan	nan	die	nan
nan	nan	Sprache	nan
irgendwie	irgendwie	irgendwie	nan
ausserhalb	außerhalb	außerhalb	nan
der	d	der	nan
Universität	Universität	Universität	nan
die	d	nan	nan
Sprache	Sprache	nan	nan
in	in	in	nan
der	d	der	nan
Praxis	Praxis	Praxis	nan
üben	üben	üben	nan
.	.	.	nan
Dass	daß	Dass	nan
die	d	die	nan
Universitätsabschlüsse	Universitätsabschlüs	Universitätsabschlüsse	nan
von	von	von	nan
geringem	gering	geringem	nan
Wert	Wert	Wert	nan
sein	sein	sein	nan
sollten	sollen	sollten	nan
,	,	,	nan
nan	nan	dem	nan
kann	können	kann	nan
ich	ich	ich	nan
mich	ich	mich	nan
aber	aber	aber	nan
nicht	nicht	nicht	nan
zuschliessen	zuschließen	anschließen	orth - sem
.	.	.	nan
Im	im	Im	nan
Laufe	Lauf	Laufe	nan
der	d	der	nan
Ausbildung	Ausbildung	Ausbildung	nan
werden	werden	werden	nan
die	d	den	nan
Studenten	Student	Studenten	nan
von	von	nan	nan
wichtigen	wichtig	wichtige	nan
und	und	und	nan
notwendigen	notwendig	notwendige	nan
Theorien	Theorie	Theorien	nan
vorgestellt	vorstellen	vorgestellt	as
,	,	,	nan
sie	sie	sie	nan
verbessern	verbessern	verbessern	nan
ihre	ihr	ihre	nan
schriftlichen	schriftlich	schriftlichen	nan
Kompetenzen	Kompetenz	Kompetenzen	nan
,	,	,	nan
die	d	die	nan
ja	ja	ja	nan
auch	auch	auch	nan
von	von	von	nan
grosser	groß	großer	nan
Bedeutung	Bedeutung	Bedeutung	nan
sind	sein	sind	nan
nan	nan	,	nan
und	und	und	nan
die	d	die	nan
Studenten	Student	Studenten	nan
haben	haben	haben	nan
durch	durch	durch	nan
ihren	ihr	ihren	nan
theoretischen	theoretisch	theoretischen	nan
Hintergrund	Hintergrund	Hintergrund	nan
,	,	nan	nan
die	d	die	nan
Möglichkeit	Möglichkeit	Möglichkeit	nan
nan	nan	,	nan
ihren	ihr	ihre	nan
Sprachkompetenz	Sprachkompetenz	Sprachkompetenz	nan
entweder	entweder	entweder	nan
durch	durch	durch	nan
ein	ein	ein	nan
Auslandsauftenhalt	[unknown]	Auslandsaufenthalt	nan
oder	oder	oder	nan
einen	ein	einen	nan
Studentenjob	Studentenjob	Studentenjob	nan
zu	zu	zu	nan
verbessern	verbessern	verbessern	nan
.	.	.	nan
Mit	mit	Mit	nan
einem	ein	einem	nan
Universitätsabschluss	Universitätsabschluß	Universitätsabschluss	nan
sind	sein	sind	nan
die	d	die	nan
Studenten	Student	Studenten	nan
deshalb	deshalb	deshalb	nan
nicht	nicht	nicht	nan
mit	mit	mit	nan
dem	d	dem	nan
Lernen	Lernen	Lernen	nan
fertig	fertig	fertig	nan
-	-	-	nan
das	d	das	nan
richtige	richtig	richtige	nan
Lernen	Lernen	Lernen	nan
beginnt	beginnen	beginnt	nan
erst	erst	erst	nan
mit	mit	mit	nan
den	d	den	nan
Jobs	Job	Jobs	nan
in	in	in	nan
der	d	der	nan
wirklichen	wirklich	wirklichen	nan
Welt	Welt	Welt	nan
-	-	,	nan
die	d	die	nan
aber	aber	aber	nan
ein	ein	einen	nan
theoretischer	theoretisch	theoretischen	nan
Hintergrund	Hintergrund	Hintergrund	nan
und	und	und	nan
eine	ein	eine	nan
Fähigkeit	Fähigkeit	Fähigkeit	nan
zum	zum	zum	nan
Weiterlernen	Weiterlernen	Weiterlernen	nan
voraussetzen	voraussetzen	voraussetzen	nan
.	.	.	nan
Sollte	sollen	Sollte	nan
nan	nan	die	nan
finanzielle	finanziell	finanzielle	nan
Entlohnung	Entlohnung	Entlohnung	nan
eines	ein	eines	nan
Menschen	[UNKNOWN]	Menschen	nan
dem	d	dem	nan
Beitrag	Beitrag	Beitrag	nan
entsprechen,den	[unknown]	entsprechen	nan
nan	nan	,	nan
nan	nan	den	nan
er/sie	[unknown]	er	nan
nan	nan	/	nan
nan	nan	sie	nan
für	für	für	nan
die	d	die	nan
Gesellschaft	Gesellschaft	Gesellschaft	nan
geleistet	leisten	geleistet	nan
hat	haben	hat	nan
?	?	?	nan
Das	d	Das	nan
ist	sein	ist	nan
kein	kein	keine	nan
so	so	so	nan
einfache	einfach	einfache	nan
Frage	Frage	Frage	nan
nan	nan	,	nan
,dass	[unknown]	die	nan
man	man	man	nan
ohne	ohne	ohne	nan
nan	nan	zu	nan
überlegung	Überlegung	überlegen	nan
beanterwort	[unknown]	beantworten	flex
kann.Hier	[unknown]	kann	nan
nan	nan	.	nan
nan	nan	Vielleicht	nan
nan	nan	nan	nan
kann	können	kann	nan
ich	ich	ich	nan
vielleicht	vielleicht	nan	nan
nan	nan	hierauf	nan
auch	auch	auch	nan
keine	kein	keine	nan
Antorwort	[unknown]	Antwort	nan
geben	geben	geben	nan
nan	nan	,	nan
,aber	[unknown]	aber	nan
nan	nan	ich	nan
würde	werden	würde	nan
ich	ich	nan	nan
nan	nan	davon	nan
gern	gern	gerne	nan
von	von	nan	nan
ein	ein	ein	nan
pair	[unknown]	paar	nan
Aspekten	Aspekt	Aspekte	nan
darüber	darüber	nan	nan
erlaüten	[unknown]	erläutern	orth
.	.	.	nan
Selbstverstandlich	[unknown]	Selbstverständlich	nan
soll	sollen	soll	nan
man	man	man	nan
nan	nan	etwas	nan
bekommen	bekommen	bekommen	as
,	,	,	nan
wenn	wenn	wenn	nan
er	er	man	nan
nan	nan	einen	nan
Beitrag	Beitrag	Beitrag	nan
gemacht	machen	geleistet	nan
hat	haben	hat	nan
.	.	.	nan
Das	d	Das	nan
ist	sein	ist	nan
die	d	die	nan
primäre	primär	primäre	nan
Voraussetzung	Voraussetzung	Voraussetzung	nan
für	für	für	nan
eine	ein	eine	nan
gerechte	gerecht	gerechte	nan
Gesellschaft	Gesellschaft	Gesellschaft	nan
.	.	.	nan
Aber	aber	Aber	nan
nan	nan	,	nan
ob	ob	ob	nan
man	man	man	nan
nur	nur	nur	nan
die	d	die	nan
mit	mit	nan	nan
dem	d	dem	nan
Beitrag	Beitrag	Beitrag	nan
entsprechnde	[unknown]	entsprechende	nan
Entlohnung	Entlohnung	Entlohnung	nan
bekommen	bekommen	bekommen	nan
soll	sollen	sollte	nan
,	,	,	nan
das	d	das	nan
ist	sein	ist	nan
eine	ein	eine	nan
andere	ander	andere	nan
Frage	Frage	Frage	nan
.	.	.	nan
Erstens	erstens	Erstens	nan
gibt	geben	gibt	nan
es	es	es	nan
viele	viel	viele	nan
Frage	Frage	Fragen	nan
nan	nan	,	nan
nan	nan	über	nan
nan	nan	die	nan
muss	[unknown]	nan	nan
man	man	man	nan
nan	nan	nan	nan
im	im	im	nan
voraus	voraus	Voraus	nan
zu	zu	nan	nan
überlegen.was	[unknown]	nachdenken	sem - flex
nan	nan	muss	nan
nan	nan	.	nan
nan	nan	Was	nan
ist	sein	ist	nan
das	d	der	nan
Standard	Standard	Standard	nan
vom	vom	für	nan
nan	nan	einen	nan
Beitrag	Beitrag	Beitrag	nan
?	?	?	nan
nan	nan	Ein	nan
Finanzielle	finanziell	finanzieller	nan
Standrad	[unknown]	Standard	nan
oder	oder	oder	nan
nan	nan	ein	nan
mächtige	mächtig	Machtstandard	nan
Standard	Standard	nan	nan
?	?	?	nan
nan	nan	Muss	nan
nan	nan	Effektivität	nan
Alles	alle	alles	nan
müssen	müssen	nan	nan
durch	durch	nan	nan
Effektive	Effektive	nan	nan
bestimmen?Wenn	[unknown]	bestimmen	as
nan	nan	?	nan
nan	nan	Wenn	nan
die	d	die	nan
Wirkung	Wirkung	Auswirkung	nan
von	von	nan	nan
einer	ein	einer	nan
Arbeit	Arbeit	Arbeit	nan
nicht	nicht	nicht	nan
eingesehen	einsehen	gemessen	sem
werden	werden	werden	nan
kann	können	kann	nan
,	,	,	nan
wie	wie	wie	nan
kann	können	kann	nan
mann	[unknown]	man	nan
nan	nan	sie	nan
nan	nan	dann	nan
vorsagen	[unknown]	vorhersagen	sem
?	?	?	nan
Wer	wer	Wer	nan
hat	haben	hat	nan
die	d	das	nan
Recht	Recht	Recht	nan
,	,	,	nan
das	d	das	nan
zu	zu	zu	nan
bestimmen	bestimmen	bestimmen	nan
?	?	?	nan
Die	d	Die	nan
Führer	Führer	Führer	nan
nan	nan	,	nan
,die	[unknown]	das	nan
Volk	Volk	Volk	nan
oder	oder	oder	nan
die	d	die	nan
Intelligenz	Intelligenz	Intelligenz	nan
?	?	?	nan
In	in	In	nan
welcher	welch	welcher	nan
Art	Art	Art	nan
?	?	?	nan
Was	was	Wie	nan
ist	sein	ist	nan
die	d	die	nan
Tarif	Tarif	Höhe	nan
der	d	des	nan
Beitrag?d.h	[unknown]	Beitrags	nan
nan	nan	?	nan
nan	nan	D.	nan
nan	nan	h.	nan
.	.	,	nan
Gibt	geben	gibt	nan
es	es	es	nan
Unterschieden	Unterschied	Unterschiede	nan
zwieschen	[unknown]	zwischen	nan
verschieden	verschieden	verschiedener	nan
Arbeit	Arbeit	Arbeit	nan
?	?	?	nan
Gibt	geben	Gibt	nan
es	es	es	nan
eine	ein	eine	nan
wichtigeste	[unknown]	wichtigste	nan
Arbeit	Arbeit	Arbeit	nan
?	?	?	nan
Ohne	ohne	Ohne	nan
nan	nan	die	nan
vorlegende	[unknown]	vorliegenden	nan
Fragen	Frage|Fragen	Fragen	nan
im	im	im	nan
Voraus	[unknown]	Voraus	nan
zu	zu	zu	nan
beantorworten	[unknown]	beantworten	orth
nan	nan	,	nan
,kann	[unknown]	kann	nan
man	man	man	nan
nicht	nicht	nan	nan
den	d	den	nan
Beitrag	Beitrag	Beitrag	nan
nan	nan	nicht	nan
definieren	definieren	definieren	nan
und	und	und	nan
bestimmen	bestimmen	bestimmen	nan
.	.	.	nan
Zweitens	zweitens	Zweitens	nan
nan	nan	,	nan
was	was	was	nan
ist	sein	ist	nan
der	d	der	nan
Zwerk	[unknown]	Zweck	nan
und	und	und	nan
die	d	die	nan
Funktion	Funktion	Funktion	nan
der	d	der	nan
Gesellschaft	Gesellschaft	Gesellschaft	nan
?	?	?	nan
Die	d	Die	nan
menschen	[unknown]	Menschen	nan
kommen	kommen	kommen	nan
zusammen	zusammen	zusammen	nan
und	und	und	nan
gründen	gründen	gründen	nan
eine	ein	eine	nan
Gesellschaft	Gesellschaft	Gesellschaft	nan
.	.	.	nan
Inwiefern	inwiefern	Inwiefern	nan
beherrschen	beherrschen	beherrscht	flex
die	d	die	nan
Regierung	Regierung	Regierung	nan
die	d	die	nan
Gesellschaft	Gesellschaft	Gesellschaft	nan
?	?	?	nan
Soll	sollen	Soll	nan
die	d	die	nan
Regierung	Regierung	Regierung	nan
nan	nan	in	nan
den	d	die	nan
Regel	Regel	Regeln	nan
der	d	des	nan
Markt	Markt	Marktes	nan
nicht	nicht	nicht	nan
eingreifen	eingreifen	eingreifen	nan
,	,	,	nan
nan	nan	wenn	nan
sonst	sonst	ansonsten	nan
wenn	wenn	nan	nan
die	d	der	nan
Distanz	Distanz	Abstand	nan
von	von	zwischen	nan
den	d	den	nan
Reichen	Reich|Reiche|Reichen	Reichen	nan
und	und	und	nan
den	d	den	nan
Armen	Arm|Arme	Armen	nan
so	so	so	nan
groß	groß	groß	nan
ist	sein	wird	nan
?	?	?	nan
Welche	welch	Was	nan
ist	sein	ist	nan
wichtiger	wichtig	wichtiger	nan
nan	nan	,	nan
,Gerechtigkeit	[unknown]	Gerechtigkeit	nan
oder	oder	oder	nan
Bestandigkeit	[unknown]	Beständigkeit	nan
,	,	,	nan
Freiheit	Freiheit	Freiheit	nan
oder	oder	oder	nan
Effektive	Effektive	Effektivität	nan
?	?	?	nan
Davon	davon	Daher	nan
aus	aus	nan	nan
muss	[unknown]	muss	nan
ich	ich	ich	nan
sagen	sagen	sagen	nan
nan	nan	,	nan
,wenn	[unknown]	wenn	nan
nan	nan	nan	nan
die	d	die	nan
finanzille	[unknown]	finanzielle	nan
Entlohnung	Entlohnung	Entlohnung	nan
eines	ein	eines	nan
Menschen	Mensch	Menschen	nan
nur	nur	nur	nan
durch	durch	durch	nan
den	d	seinen	nan
Beitrag	Beitrag	Beitrag	nan
bestimmen	bestimmen	bestimmt	flex
nan	nan	wird	nan
,	,	,	nan
gibt	geben	gibt	nan
es	es	es	nan
die	d	die	nan
Möglichkeit	Möglichkeit	Möglichkeit	nan
und	und	und	nan
Gefährlichkeit	Gefährlichkeit	Gefahr	nan
nan	nan	,	nan
,dass	[unknown]	nan	nan
die	d	die	nan
zukunftige	[unknown]	zukünftigen	nan
Interesse	Interesse	Interessen	nan
zu	zu	zu	nan
vernachlassigen	[unknown]	vernachlässigen	orth
nan	nan	,	nan
,der	[unknown]	den	nan
Gedanken	Gedanke	Gedanken	nan
der	d	der	nan
Freiheit	Freiheit	Freiheit	nan
zu	zu	zu	nan
verlieren	verlieren	verlieren	nan
und	und	und	nan
die	d	die	nan
gesunde	gesund	gesunde	nan
menschenliche	[unknown]	menschliche	nan
Vervunft	[unknown]	Vernunft	nan
zu	zu	zu	nan
verdreben	[unknown]	verderben	orth
nan	nan	nan	nan
.	.	.	nan
Nur	nur	Nur	nan
soweit	soweit	soweit	nan
kann	können	kann	nan
ich	ich	ich	nan
gehen	gehen	gehen	nan
.	.	.	nan
1	1	1	nan
Die	d	Die	nan
meisten	meist	meisten	nan
Universitätsabschlüsse	Universitätsabschlüs	Universitätsabschlüsse	nan
...	...	nan	nan
...	...	nan	nan
...	...	nan	nan
...	...	nan	nan
...	...	nan	nan
...	...	nan	nan
...	...	nan	nan
...	...	nan	nan
...	...	nan	nan
...	...	nan	nan
...	...	nan	nan
.	.	nan	nan
.	.	nan	nan
nan	nan	sind	nan
von	von	von	nan
geringem	gering	geringem	nan
Wert	Wert	Wert	nan
.	.	.	nan
Nicht	nicht	Nicht	nan
praxisorientiert	praxisorientiert	praxisorientiert	nan
?	?	?	nan
Dieser	dies	Dieser	nan
Satz	Satz	Satz	nan
nan	nan	,	nan
glaube	glauben	glaube	nan
ich	ich	ich	nan
nan	nan	,	nan
kann	können	kann	nan
gültig	gültig	nan	nan
sein	sein	nan	nan
für	für	für	nan
mehrere	mehrere	mehrere	nan
Fächer	Fach|Fächer	Fächer	nan
nan	nan	gelten	nan
,	,	,	nan
aber	aber	aber	nan
um	um	um	nan
zu	zu	zu	nan
bestimmen	bestimmen	bestimmen	nan
nan	nan	,	nan
ob	ob	ob	nan
dies	dies	dies	nan
eine	ein	eine	nan
gute	gut	gute	nan
oder	oder	oder	nan
schlimme	schlimm	schlechte	nan
Tatsache	Tatsache	Tatsache	nan
ist	sein	ist	nan
,	,	,	nan
muss	müssen	muss	nan
man	man	man	nan
sich	er|es|sie|Sie	sich	nan
zuerst	zuerst	zuerst	nan
nan	nan	dafür	nan
entscheiden	entscheiden	entscheiden	nan
nan	nan	,	nan
was	was	was	nan
man	man	man	nan
mit	mit	mit	nan
einem	ein	einem	nan
Universitätsabschluss	Universitätsabschluß	Universitätsabschluss	nan
nan	nan	machen	nan
will	wollen	will	nan
;	;	:	nan
Forscher	Forscher	Forscher	nan
zu	zu	nan	nan
werden	werden	werden	nan
(	(	(	nan
ist	sein	ist	nan
ja	ja	ja	nan
auch	auch	auch	nan
praktisch	praktisch	praktisch	nan
!	!	!	nan
)	)	)	nan
oder	oder	oder	nan
Praktiker	Praktiker	Praktiker	nan
,	,	,	nan
nan	nan	wie	nan
Lehrer	Lehrer	Lehrer	nan
z.	z.	z.	nan
B.	B.	B.	nan
Eine	ein	Eine	nan
dritte	dritt	dritte	nan
Möglichkeit	Möglichkeit	Möglichkeit	nan
ist	sein	ist	nan
nan	nan	,	nan
dass	dass	dass	nan
man	man	man	nan
nur	nur	nur	nan
so	so	so	nan
ganz	ganz	ganz	nan
allgeimen	[unknown]	allgemein	nan
ein	ein	ein	nan
Kurturvermittler	[unknown]	Kulturvermittler	nan
sein	sein	sein	nan
will	wollen	will	nan
,	,	,	nan
ohne	ohne	ohne	nan
an	an	auf	nan
einem	ein	einen	nan
direkten	direkt	direkten	nan
Zusammenhang	Zusammenhang	Zusammenhang	nan
mit	mit	mit	nan
seinem	sein	seinem	nan
Studium	Studium	Studium	nan
hinweisen	hinweisen	hinweisen	as
zu	zu	zu	nan
können	können	können	nan
.	.	.	nan
Politiker	Politiker	Politiker	nan
und	und	und	nan
Presse	Presse	Presse	nan
,	,	nan	nan
mindestens	mindestens	nan	nan
in	in	nan	nan
meinem	mein	nan	nan
Land	Land	nan	nan
,	,	nan	nan
rufen	rufen	rufen	nan
nan	nan	zumindest	nan
nan	nan	in	nan
nan	nan	meinem	nan
nan	nan	Land	nan
immer	immer	immer	nan
lauter	laut	lauter	nan
nach	nach	nach	nan
mehr	mehr	mehr	nan
Forschung	Forschung	Forschung	nan
nan	nan	,	nan
um	um	um	nan
mit	mit	mit	nan
den	d	den	nan
USA	USA	USA	nan
oder	oder	oder	nan
Japan	Japan	Japan	nan
besser	gut	besser	nan
konkurrieren	konkurrieren	konkurrieren	nan
zu	zu	zu	nan
können	können	können	nan
.	.	.	nan
Eine	ein	Eine	nan
Bedingung	Bedingung	Bedingung	nan
nan	nan	dafür	nan
nan	nan	,	nan
um	um	nan	nan
diesen	dies	dieses	nan
Ziel	Ziel	Ziel	nan
zu	zu	zu	nan
erreichen	erreichen	erreichen	nan
nan	nan	,	nan
ist	sein	ist	nan
mehr	mehr	mehr	nan
Forscher	Forscher	Forscher	nan
auszubilden	ausbilden	auszubilden	nan
.	.	.	nan
Das	d	Das	nan
wäre	sein	wäre	nan
nicht	nicht	nicht	nan
so	so	so	nan
schwierig	schwierig	schwierig	nan
,	,	,	nan
ob	ob	wenn	nan
man	man	man	nan
vom	vom	von	nan
Anfang	Anfang	Anfang	nan
eines	ein	eines	nan
Studium	Studium	Studiums	nan
an	an	an	nan
wüsste	wissen	wüsste	nan
,	,	,	nan
wer	wer	wer	nan
Forscher	Forscher	Forscher	nan
oder	oder	oder	nan
wer	wer	wer	nan
